,ProgrammingLanguage,Framework,Knowledge,Tool,Platform,jobCount
33346,JAVA,SELENIUM WEBDRIVERX,ANDROID LOLLIPOP APP DEVELOPMENT,MATERIAL DESIGN,,13
33347,JAVA,SELENIUM WEBDRIVERX,GOOGLE MAPSAPI,MATERIAL DESIGN,,13
33328,JAVA,SELENIUM WEBDRIVERX,ANDROID PROGRAMMING,ANDROID,,13
33327,JAVA,SELENIUM WEBDRIVERX,SOFTWARE ARCHITECTURE,ANDROID,,13
33326,JAVA,SELENIUM WEBDRIVERX,ANDROID APP DEVELOPMENT,ANDROID,,13
33315,JAVA,SELENIUM WEBDRIVERX,AJAX,ANDROID,,13
33307,JAVA,SELENIUM WEBDRIVERX,ANDROID APPS,ANDROID,,13
33308,JAVA,SELENIUM WEBDRIVERX,ANDROID APP,ANDROID,,13
33309,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATION,ANDROID,,13
33310,JAVA,SELENIUM WEBDRIVERX,GRAPHICS EDITING,ANDROID,,13
33311,JAVA,SELENIUM WEBDRIVERX,ASO,ANDROID,,13
33312,JAVA,SELENIUM WEBDRIVERX,PARSE WEBSITE,ANDROID,,13
33313,JAVA,SELENIUM WEBDRIVERX,CLOUD SERVER,ANDROID,,13
33314,JAVA,SELENIUM WEBDRIVERX,TEST AUTOMATION,ANDROID,,13
33316,JAVA,SELENIUM WEBDRIVERX,XPATH,ANDROID,,13
33325,JAVA,SELENIUM WEBDRIVERX,API,ANDROID,,13
33317,JAVA,SELENIUM WEBDRIVERX,UNIT TEST,ANDROID,,13
33318,JAVA,SELENIUM WEBDRIVERX,CSS SELECTORS,ANDROID,,13
33319,JAVA,SELENIUM WEBDRIVERX,WEBDRIVERWAIT,ANDROID,,13
33320,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS,ANDROID,,13
33321,JAVA,SELENIUM WEBDRIVERX,RIA,ANDROID,,13
33322,JAVA,SELENIUM WEBDRIVERX,RICH INTERNET APPLICATION,ANDROID,,13
33323,JAVA,SELENIUM WEBDRIVERX,ANDROID DEVELOPMENT,ANDROID,,13
33324,JAVA,SELENIUM WEBDRIVERX,MOBILE DEVELOPMENT,ANDROID,,13
33348,JAVA,SELENIUM WEBDRIVERX,CONTINUOUS INTEGRATION,MATERIAL DESIGN,,13
33350,JAVA,SELENIUM WEBDRIVERX,PERFORMANCE TESTING,MATERIAL DESIGN,,13
33393,JAVA,SELENIUM WEBDRIVER,CANVAS,ANDROID STUDIO,,13
33351,JAVA,SELENIUM WEBDRIVERX,BEHAVIOR DRIVEN TESTING,MATERIAL DESIGN,,13
33374,JAVA,SELENIUM WEBDRIVERX,RIA,MATERIAL DESIGN,,13
33375,JAVA,SELENIUM WEBDRIVERX,RICH INTERNET APPLICATION,MATERIAL DESIGN,,13
33376,JAVA,SELENIUM WEBDRIVERX,ANDROID DEVELOPMENT,MATERIAL DESIGN,,13
33377,JAVA,SELENIUM WEBDRIVERX,MOBILE DEVELOPMENT,MATERIAL DESIGN,,13
33378,JAVA,SELENIUM WEBDRIVERX,API,MATERIAL DESIGN,,13
33379,JAVA,SELENIUM WEBDRIVERX,ANDROID APP DEVELOPMENT,MATERIAL DESIGN,,13
33380,JAVA,SELENIUM WEBDRIVERX,SOFTWARE ARCHITECTURE,MATERIAL DESIGN,,13
33381,JAVA,SELENIUM WEBDRIVERX,ANDROID PROGRAMMING,MATERIAL DESIGN,,13
33382,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION DEVELOPMENT,MATERIAL DESIGN,,13
33383,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION ARCHITECTURE,MATERIAL DESIGN,,13
33384,JAVA,SELENIUM WEBDRIVER,WEB APPLICATION,ANDROID STUDIO,,13
33385,JAVA,SELENIUM WEBDRIVER,MAPREDUCE,ANDROID STUDIO,,13
33386,JAVA,SELENIUM WEBDRIVER,BIG DATA,ANDROID STUDIO,,13
33387,JAVA,SELENIUM WEBDRIVER,DATA PARALLEL,ANDROID STUDIO,,13
33388,JAVA,SELENIUM WEBDRIVER,DATA ANALYSIS,ANDROID STUDIO,,13
33389,JAVA,SELENIUM WEBDRIVER,ANDROID APPLICATION,ANDROID STUDIO,,13
33390,JAVA,SELENIUM WEBDRIVER,SETUP AND ACCESS THE SHERLOCK EXTENSION,ANDROID STUDIO,,13
33391,JAVA,SELENIUM WEBDRIVER,ANDROID APIS,ANDROID STUDIO,,13
33392,JAVA,SELENIUM WEBDRIVER,ANDROID NATIVE APPLICATION,ANDROID STUDIO,,13
33373,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS,MATERIAL DESIGN,,13
33372,JAVA,SELENIUM WEBDRIVERX,WEBDRIVERWAIT,MATERIAL DESIGN,,13
33371,JAVA,SELENIUM WEBDRIVERX,CSS SELECTORS,MATERIAL DESIGN,,13
33360,JAVA,SELENIUM WEBDRIVERX,ANDROID APPS,MATERIAL DESIGN,,13
33352,JAVA,SELENIUM WEBDRIVERX,DATABASE TESTING,MATERIAL DESIGN,,13
33353,JAVA,SELENIUM WEBDRIVERX,CROSS-BROWSER TESTING,MATERIAL DESIGN,,13
33354,JAVA,SELENIUM WEBDRIVERX,WEB UI AUTOMATION,MATERIAL DESIGN,,13
33355,JAVA,SELENIUM WEBDRIVERX,AUTOMATION FRAMEWORK DESIGN,MATERIAL DESIGN,,13
33356,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATIONS,MATERIAL DESIGN,,13
33357,JAVA,SELENIUM WEBDRIVERX,REST SERVICES,MATERIAL DESIGN,,13
33358,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS DEVELOPMENT,MATERIAL DESIGN,,13
33359,JAVA,SELENIUM WEBDRIVERX,SOUND EDITING,MATERIAL DESIGN,,13
33361,JAVA,SELENIUM WEBDRIVERX,ANDROID APP,MATERIAL DESIGN,,13
33370,JAVA,SELENIUM WEBDRIVERX,UNIT TEST,MATERIAL DESIGN,,13
33362,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATION,MATERIAL DESIGN,,13
33363,JAVA,SELENIUM WEBDRIVERX,GRAPHICS EDITING,MATERIAL DESIGN,,13
33364,JAVA,SELENIUM WEBDRIVERX,ASO,MATERIAL DESIGN,,13
33365,JAVA,SELENIUM WEBDRIVERX,PARSE WEBSITE,MATERIAL DESIGN,,13
33366,JAVA,SELENIUM WEBDRIVERX,CLOUD SERVER,MATERIAL DESIGN,,13
33367,JAVA,SELENIUM WEBDRIVERX,TEST AUTOMATION,MATERIAL DESIGN,,13
33368,JAVA,SELENIUM WEBDRIVERX,AJAX,MATERIAL DESIGN,,13
33369,JAVA,SELENIUM WEBDRIVERX,XPATH,MATERIAL DESIGN,,13
33126,JAVA,SELENIUM WEBDRIVERX,ANDROID APIS,ECLIPSE,,13
33125,JAVA,SELENIUM WEBDRIVERX,SETUP AND ACCESS THE SHERLOCK EXTENSION,ECLIPSE,,13
33124,JAVA,SELENIUM WEBDRIVERX,ANDROID APPLICATION,ECLIPSE,,13
32900,JAVA,SELENIUM WEBDRIVERX,MOBILE DEVELOPMENT,GIT,,13
32880,JAVA,SELENIUM WEBDRIVERX,REST SERVICES,GIT,,13
32881,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS DEVELOPMENT,GIT,,13
32882,JAVA,SELENIUM WEBDRIVERX,SOUND EDITING,GIT,,13
32883,JAVA,SELENIUM WEBDRIVERX,ANDROID APPS,GIT,,13
32884,JAVA,SELENIUM WEBDRIVERX,ANDROID APP,GIT,,13
32885,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATION,GIT,,13
32886,JAVA,SELENIUM WEBDRIVERX,GRAPHICS EDITING,GIT,,13
32887,JAVA,SELENIUM WEBDRIVERX,ASO,GIT,,13
32888,JAVA,SELENIUM WEBDRIVERX,PARSE WEBSITE,GIT,,13
32889,JAVA,SELENIUM WEBDRIVERX,CLOUD SERVER,GIT,,13
32890,JAVA,SELENIUM WEBDRIVERX,TEST AUTOMATION,GIT,,13
32891,JAVA,SELENIUM WEBDRIVERX,AJAX,GIT,,13
32892,JAVA,SELENIUM WEBDRIVERX,XPATH,GIT,,13
32893,JAVA,SELENIUM WEBDRIVERX,UNIT TEST,GIT,,13
32894,JAVA,SELENIUM WEBDRIVERX,CSS SELECTORS,GIT,,13
32895,JAVA,SELENIUM WEBDRIVERX,WEBDRIVERWAIT,GIT,,13
32896,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS,GIT,,13
32897,JAVA,SELENIUM WEBDRIVERX,RIA,GIT,,13
32898,JAVA,SELENIUM WEBDRIVERX,RICH INTERNET APPLICATION,GIT,,13
32879,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATIONS,GIT,,13
32878,JAVA,SELENIUM WEBDRIVERX,AUTOMATION FRAMEWORK DESIGN,GIT,,13
32877,JAVA,SELENIUM WEBDRIVERX,WEB UI AUTOMATION,GIT,,13
32866,JAVA,SELENIUM WEBDRIVERX,DRAWABLES,GIT,,13
32858,JAVA,SELENIUM WEBDRIVERX,DATA ANALYSIS,GIT,,13
32859,JAVA,SELENIUM WEBDRIVERX,ANDROID APPLICATION,GIT,,13
32860,JAVA,SELENIUM WEBDRIVERX,SETUP AND ACCESS THE SHERLOCK EXTENSION,GIT,,13
32861,JAVA,SELENIUM WEBDRIVERX,ANDROID APIS,GIT,,13
32862,JAVA,SELENIUM WEBDRIVERX,ANDROID NATIVE APPLICATION,GIT,,13
32863,JAVA,SELENIUM WEBDRIVERX,CANVAS,GIT,,13
32864,JAVA,SELENIUM WEBDRIVERX,XML,GIT,,13
32865,JAVA,SELENIUM WEBDRIVERX,MEMORY,GIT,,13
32867,JAVA,SELENIUM WEBDRIVERX,FILE CACHE,GIT,,13
32876,JAVA,SELENIUM WEBDRIVERX,CROSS-BROWSER TESTING,GIT,,13
32868,JAVA,SELENIUM WEBDRIVERX,APPLICATION DEVELOPMENT,GIT,,13
32869,JAVA,SELENIUM WEBDRIVERX,ANDROID LOLLIPOP APP DEVELOPMENT,GIT,,13
32870,JAVA,SELENIUM WEBDRIVERX,GOOGLE MAPSAPI,GIT,,13
32871,JAVA,SELENIUM WEBDRIVERX,CONTINUOUS INTEGRATION,GIT,,13
32872,JAVA,SELENIUM WEBDRIVERX,WEB AUTOMATION,GIT,,13
32873,JAVA,SELENIUM WEBDRIVERX,PERFORMANCE TESTING,GIT,,13
32874,JAVA,SELENIUM WEBDRIVERX,BEHAVIOR DRIVEN TESTING,GIT,,13
32875,JAVA,SELENIUM WEBDRIVERX,DATABASE TESTING,GIT,,13
32899,JAVA,SELENIUM WEBDRIVERX,ANDROID DEVELOPMENT,GIT,,13
32901,JAVA,SELENIUM WEBDRIVERX,API,GIT,,13
32856,JAVA,SELENIUM WEBDRIVERX,BIG DATA,GIT,,13
32902,JAVA,SELENIUM WEBDRIVERX,ANDROID APP DEVELOPMENT,GIT,,13
32925,JAVA,SELENIUM WEBDRIVERX,WEB AUTOMATION,LOG4J,,13
32926,JAVA,SELENIUM WEBDRIVERX,PERFORMANCE TESTING,LOG4J,,13
32927,JAVA,SELENIUM WEBDRIVERX,BEHAVIOR DRIVEN TESTING,LOG4J,,13
32928,JAVA,SELENIUM WEBDRIVERX,DATABASE TESTING,LOG4J,,13
32929,JAVA,SELENIUM WEBDRIVERX,CROSS-BROWSER TESTING,LOG4J,,13
32930,JAVA,SELENIUM WEBDRIVERX,WEB UI AUTOMATION,LOG4J,,13
32931,JAVA,SELENIUM WEBDRIVERX,AUTOMATION FRAMEWORK DESIGN,LOG4J,,13
32932,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATIONS,LOG4J,,13
32933,JAVA,SELENIUM WEBDRIVERX,REST SERVICES,LOG4J,,13
32934,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS DEVELOPMENT,LOG4J,,13
32935,JAVA,SELENIUM WEBDRIVERX,SOUND EDITING,LOG4J,,13
32936,JAVA,SELENIUM WEBDRIVERX,ANDROID APPS,LOG4J,,13
32937,JAVA,SELENIUM WEBDRIVERX,ANDROID APP,LOG4J,,13
32938,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATION,LOG4J,,13
32939,JAVA,SELENIUM WEBDRIVERX,GRAPHICS EDITING,LOG4J,,13
32940,JAVA,SELENIUM WEBDRIVERX,ASO,LOG4J,,13
32941,JAVA,SELENIUM WEBDRIVERX,PARSE WEBSITE,LOG4J,,13
32942,JAVA,SELENIUM WEBDRIVERX,CLOUD SERVER,LOG4J,,13
32943,JAVA,SELENIUM WEBDRIVERX,TEST AUTOMATION,LOG4J,,13
32924,JAVA,SELENIUM WEBDRIVERX,CONTINUOUS INTEGRATION,LOG4J,,13
32923,JAVA,SELENIUM WEBDRIVERX,GOOGLE MAPSAPI,LOG4J,,13
32922,JAVA,SELENIUM WEBDRIVERX,ANDROID LOLLIPOP APP DEVELOPMENT,LOG4J,,13
32911,JAVA,SELENIUM WEBDRIVERX,DATA ANALYSIS,LOG4J,,13
32903,JAVA,SELENIUM WEBDRIVERX,SOFTWARE ARCHITECTURE,GIT,,13
32904,JAVA,SELENIUM WEBDRIVERX,ANDROID PROGRAMMING,GIT,,13
32905,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION DEVELOPMENT,GIT,,13
32906,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION ARCHITECTURE,GIT,,13
32907,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION,LOG4J,,13
32908,JAVA,SELENIUM WEBDRIVERX,MAPREDUCE,LOG4J,,13
32909,JAVA,SELENIUM WEBDRIVERX,BIG DATA,LOG4J,,13
32910,JAVA,SELENIUM WEBDRIVERX,DATA PARALLEL,LOG4J,,13
32912,JAVA,SELENIUM WEBDRIVERX,ANDROID APPLICATION,LOG4J,,13
32921,JAVA,SELENIUM WEBDRIVERX,APPLICATION DEVELOPMENT,LOG4J,,13
32913,JAVA,SELENIUM WEBDRIVERX,SETUP AND ACCESS THE SHERLOCK EXTENSION,LOG4J,,13
32914,JAVA,SELENIUM WEBDRIVERX,ANDROID APIS,LOG4J,,13
32915,JAVA,SELENIUM WEBDRIVERX,ANDROID NATIVE APPLICATION,LOG4J,,13
32916,JAVA,SELENIUM WEBDRIVERX,CANVAS,LOG4J,,13
32917,JAVA,SELENIUM WEBDRIVERX,XML,LOG4J,,13
32918,JAVA,SELENIUM WEBDRIVERX,MEMORY,LOG4J,,13
32919,JAVA,SELENIUM WEBDRIVERX,DRAWABLES,LOG4J,,13
32920,JAVA,SELENIUM WEBDRIVERX,FILE CACHE,LOG4J,,13
32857,JAVA,SELENIUM WEBDRIVERX,DATA PARALLEL,GIT,,13
32855,JAVA,SELENIUM WEBDRIVERX,MAPREDUCE,GIT,,13
33123,JAVA,SELENIUM WEBDRIVERX,DATA ANALYSIS,ECLIPSE,,13
32810,JAVA,SELENIUM WEBDRIVERX,CANVAS,GEOFENCING APP,,13
32790,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS,ANDROID KITKAT4,,13
32791,JAVA,SELENIUM WEBDRIVERX,RIA,ANDROID KITKAT4,,13
32792,JAVA,SELENIUM WEBDRIVERX,RICH INTERNET APPLICATION,ANDROID KITKAT4,,13
32793,JAVA,SELENIUM WEBDRIVERX,ANDROID DEVELOPMENT,ANDROID KITKAT4,,13
32794,JAVA,SELENIUM WEBDRIVERX,MOBILE DEVELOPMENT,ANDROID KITKAT4,,13
32795,JAVA,SELENIUM WEBDRIVERX,API,ANDROID KITKAT4,,13
32796,JAVA,SELENIUM WEBDRIVERX,ANDROID APP DEVELOPMENT,ANDROID KITKAT4,,13
32797,JAVA,SELENIUM WEBDRIVERX,SOFTWARE ARCHITECTURE,ANDROID KITKAT4,,13
32798,JAVA,SELENIUM WEBDRIVERX,ANDROID PROGRAMMING,ANDROID KITKAT4,,13
32799,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION DEVELOPMENT,ANDROID KITKAT4,,13
32800,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION ARCHITECTURE,ANDROID KITKAT4,,13
32801,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION,GEOFENCING APP,,13
32802,JAVA,SELENIUM WEBDRIVERX,MAPREDUCE,GEOFENCING APP,,13
32803,JAVA,SELENIUM WEBDRIVERX,BIG DATA,GEOFENCING APP,,13
32804,JAVA,SELENIUM WEBDRIVERX,DATA PARALLEL,GEOFENCING APP,,13
32805,JAVA,SELENIUM WEBDRIVERX,DATA ANALYSIS,GEOFENCING APP,,13
32806,JAVA,SELENIUM WEBDRIVERX,ANDROID APPLICATION,GEOFENCING APP,,13
32807,JAVA,SELENIUM WEBDRIVERX,SETUP AND ACCESS THE SHERLOCK EXTENSION,GEOFENCING APP,,13
32808,JAVA,SELENIUM WEBDRIVERX,ANDROID APIS,GEOFENCING APP,,13
32789,JAVA,SELENIUM WEBDRIVERX,WEBDRIVERWAIT,ANDROID KITKAT4,,13
32788,JAVA,SELENIUM WEBDRIVERX,CSS SELECTORS,ANDROID KITKAT4,,13
32787,JAVA,SELENIUM WEBDRIVERX,UNIT TEST,ANDROID KITKAT4,,13
32776,JAVA,SELENIUM WEBDRIVERX,SOUND EDITING,ANDROID KITKAT4,,13
32768,JAVA,SELENIUM WEBDRIVERX,BEHAVIOR DRIVEN TESTING,ANDROID KITKAT4,,13
32769,JAVA,SELENIUM WEBDRIVERX,DATABASE TESTING,ANDROID KITKAT4,,13
32770,JAVA,SELENIUM WEBDRIVERX,CROSS-BROWSER TESTING,ANDROID KITKAT4,,13
32771,JAVA,SELENIUM WEBDRIVERX,WEB UI AUTOMATION,ANDROID KITKAT4,,13
32772,JAVA,SELENIUM WEBDRIVERX,AUTOMATION FRAMEWORK DESIGN,ANDROID KITKAT4,,13
32773,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATIONS,ANDROID KITKAT4,,13
32774,JAVA,SELENIUM WEBDRIVERX,REST SERVICES,ANDROID KITKAT4,,13
32775,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS DEVELOPMENT,ANDROID KITKAT4,,13
32777,JAVA,SELENIUM WEBDRIVERX,ANDROID APPS,ANDROID KITKAT4,,13
32786,JAVA,SELENIUM WEBDRIVERX,XPATH,ANDROID KITKAT4,,13
32778,JAVA,SELENIUM WEBDRIVERX,ANDROID APP,ANDROID KITKAT4,,13
32779,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATION,ANDROID KITKAT4,,13
32780,JAVA,SELENIUM WEBDRIVERX,GRAPHICS EDITING,ANDROID KITKAT4,,13
32781,JAVA,SELENIUM WEBDRIVERX,ASO,ANDROID KITKAT4,,13
32782,JAVA,SELENIUM WEBDRIVERX,PARSE WEBSITE,ANDROID KITKAT4,,13
32783,JAVA,SELENIUM WEBDRIVERX,CLOUD SERVER,ANDROID KITKAT4,,13
32784,JAVA,SELENIUM WEBDRIVERX,TEST AUTOMATION,ANDROID KITKAT4,,13
32785,JAVA,SELENIUM WEBDRIVERX,AJAX,ANDROID KITKAT4,,13
32809,JAVA,SELENIUM WEBDRIVERX,ANDROID NATIVE APPLICATION,GEOFENCING APP,,13
32811,JAVA,SELENIUM WEBDRIVERX,XML,GEOFENCING APP,,13
32854,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION,GIT,,13
32812,JAVA,SELENIUM WEBDRIVERX,MEMORY,GEOFENCING APP,,13
32835,JAVA,SELENIUM WEBDRIVERX,PARSE WEBSITE,GEOFENCING APP,,13
32836,JAVA,SELENIUM WEBDRIVERX,CLOUD SERVER,GEOFENCING APP,,13
32837,JAVA,SELENIUM WEBDRIVERX,TEST AUTOMATION,GEOFENCING APP,,13
32838,JAVA,SELENIUM WEBDRIVERX,AJAX,GEOFENCING APP,,13
32839,JAVA,SELENIUM WEBDRIVERX,XPATH,GEOFENCING APP,,13
32840,JAVA,SELENIUM WEBDRIVERX,UNIT TEST,GEOFENCING APP,,13
32841,JAVA,SELENIUM WEBDRIVERX,CSS SELECTORS,GEOFENCING APP,,13
32842,JAVA,SELENIUM WEBDRIVERX,WEBDRIVERWAIT,GEOFENCING APP,,13
32843,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS,GEOFENCING APP,,13
32844,JAVA,SELENIUM WEBDRIVERX,RIA,GEOFENCING APP,,13
32845,JAVA,SELENIUM WEBDRIVERX,RICH INTERNET APPLICATION,GEOFENCING APP,,13
32846,JAVA,SELENIUM WEBDRIVERX,ANDROID DEVELOPMENT,GEOFENCING APP,,13
32847,JAVA,SELENIUM WEBDRIVERX,MOBILE DEVELOPMENT,GEOFENCING APP,,13
32848,JAVA,SELENIUM WEBDRIVERX,API,GEOFENCING APP,,13
32849,JAVA,SELENIUM WEBDRIVERX,ANDROID APP DEVELOPMENT,GEOFENCING APP,,13
32850,JAVA,SELENIUM WEBDRIVERX,SOFTWARE ARCHITECTURE,GEOFENCING APP,,13
32851,JAVA,SELENIUM WEBDRIVERX,ANDROID PROGRAMMING,GEOFENCING APP,,13
32852,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION DEVELOPMENT,GEOFENCING APP,,13
32853,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION ARCHITECTURE,GEOFENCING APP,,13
32834,JAVA,SELENIUM WEBDRIVERX,ASO,GEOFENCING APP,,13
32833,JAVA,SELENIUM WEBDRIVERX,GRAPHICS EDITING,GEOFENCING APP,,13
32832,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATION,GEOFENCING APP,,13
32821,JAVA,SELENIUM WEBDRIVERX,BEHAVIOR DRIVEN TESTING,GEOFENCING APP,,13
32813,JAVA,SELENIUM WEBDRIVERX,DRAWABLES,GEOFENCING APP,,13
32814,JAVA,SELENIUM WEBDRIVERX,FILE CACHE,GEOFENCING APP,,13
32815,JAVA,SELENIUM WEBDRIVERX,APPLICATION DEVELOPMENT,GEOFENCING APP,,13
32816,JAVA,SELENIUM WEBDRIVERX,ANDROID LOLLIPOP APP DEVELOPMENT,GEOFENCING APP,,13
32817,JAVA,SELENIUM WEBDRIVERX,GOOGLE MAPSAPI,GEOFENCING APP,,13
32818,JAVA,SELENIUM WEBDRIVERX,CONTINUOUS INTEGRATION,GEOFENCING APP,,13
32819,JAVA,SELENIUM WEBDRIVERX,WEB AUTOMATION,GEOFENCING APP,,13
32820,JAVA,SELENIUM WEBDRIVERX,PERFORMANCE TESTING,GEOFENCING APP,,13
32822,JAVA,SELENIUM WEBDRIVERX,DATABASE TESTING,GEOFENCING APP,,13
32831,JAVA,SELENIUM WEBDRIVERX,ANDROID APP,GEOFENCING APP,,13
32823,JAVA,SELENIUM WEBDRIVERX,CROSS-BROWSER TESTING,GEOFENCING APP,,13
32824,JAVA,SELENIUM WEBDRIVERX,WEB UI AUTOMATION,GEOFENCING APP,,13
32825,JAVA,SELENIUM WEBDRIVERX,AUTOMATION FRAMEWORK DESIGN,GEOFENCING APP,,13
32826,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATIONS,GEOFENCING APP,,13
32827,JAVA,SELENIUM WEBDRIVERX,REST SERVICES,GEOFENCING APP,,13
32828,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS DEVELOPMENT,GEOFENCING APP,,13
32829,JAVA,SELENIUM WEBDRIVERX,SOUND EDITING,GEOFENCING APP,,13
32830,JAVA,SELENIUM WEBDRIVERX,ANDROID APPS,GEOFENCING APP,,13
32944,JAVA,SELENIUM WEBDRIVERX,AJAX,LOG4J,,13
32945,JAVA,SELENIUM WEBDRIVERX,XPATH,LOG4J,,13
32946,JAVA,SELENIUM WEBDRIVERX,UNIT TEST,LOG4J,,13
33079,JAVA,SELENIUM WEBDRIVERX,FILE CACHE,JSR9,,13
33059,JAVA,SELENIUM WEBDRIVERX,MOBILE DEVELOPMENT,TOMCAT,,13
33060,JAVA,SELENIUM WEBDRIVERX,API,TOMCAT,,13
33061,JAVA,SELENIUM WEBDRIVERX,ANDROID APP DEVELOPMENT,TOMCAT,,13
33062,JAVA,SELENIUM WEBDRIVERX,SOFTWARE ARCHITECTURE,TOMCAT,,13
33063,JAVA,SELENIUM WEBDRIVERX,ANDROID PROGRAMMING,TOMCAT,,13
33064,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION DEVELOPMENT,TOMCAT,,13
33065,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION ARCHITECTURE,TOMCAT,,13
33066,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATION,JSR9,,13
33067,JAVA,SELENIUM WEBDRIVERX,MAPREDUCE,JSR9,,13
33068,JAVA,SELENIUM WEBDRIVERX,BIG DATA,JSR9,,13
33069,JAVA,SELENIUM WEBDRIVERX,DATA PARALLEL,JSR9,,13
33070,JAVA,SELENIUM WEBDRIVERX,DATA ANALYSIS,JSR9,,13
33071,JAVA,SELENIUM WEBDRIVERX,ANDROID APPLICATION,JSR9,,13
33072,JAVA,SELENIUM WEBDRIVERX,SETUP AND ACCESS THE SHERLOCK EXTENSION,JSR9,,13
33073,JAVA,SELENIUM WEBDRIVERX,ANDROID APIS,JSR9,,13
33074,JAVA,SELENIUM WEBDRIVERX,ANDROID NATIVE APPLICATION,JSR9,,13
33075,JAVA,SELENIUM WEBDRIVERX,CANVAS,JSR9,,13
33076,JAVA,SELENIUM WEBDRIVERX,XML,JSR9,,13
33077,JAVA,SELENIUM WEBDRIVERX,MEMORY,JSR9,,13
33058,JAVA,SELENIUM WEBDRIVERX,ANDROID DEVELOPMENT,TOMCAT,,13
33057,JAVA,SELENIUM WEBDRIVERX,RICH INTERNET APPLICATION,TOMCAT,,13
33056,JAVA,SELENIUM WEBDRIVERX,RIA,TOMCAT,,13
33045,JAVA,SELENIUM WEBDRIVERX,GRAPHICS EDITING,TOMCAT,,13
33037,JAVA,SELENIUM WEBDRIVERX,AUTOMATION FRAMEWORK DESIGN,TOMCAT,,13
33038,JAVA,SELENIUM WEBDRIVERX,WEB APPLICATIONS,TOMCAT,,13
33039,JAVA,SELENIUM WEBDRIVERX,REST SERVICES,TOMCAT,,13
33040,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS DEVELOPMENT,TOMCAT,,13
33041,JAVA,SELENIUM WEBDRIVERX,SOUND EDITING,TOMCAT,,13
33042,JAVA,SELENIUM WEBDRIVERX,ANDROID APPS,TOMCAT,,13
33043,JAVA,SELENIUM WEBDRIVERX,ANDROID APP,TOMCAT,,13
33044,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATION,TOMCAT,,13
33046,JAVA,SELENIUM WEBDRIVERX,ASO,TOMCAT,,13
33055,JAVA,SELENIUM WEBDRIVERX,MOBILE APPLICATIONS,TOMCAT,,13
33047,JAVA,SELENIUM WEBDRIVERX,PARSE WEBSITE,TOMCAT,,13
33048,JAVA,SELENIUM WEBDRIVERX,CLOUD SERVER,TOMCAT,,13
33049,JAVA,SELENIUM WEBDRIVERX,TEST AUTOMATION,TOMCAT,,13
33050,JAVA,SELENIUM WEBDRIVERX,AJAX,TOMCAT,,13
33051,JAVA,SELENIUM WEBDRIVERX,XPATH,TOMCAT,,13
33052,JAVA,SELENIUM WEBDRIVERX,UNIT TEST,TOMCAT,,13
33053,JAVA,SELENIUM WEBDRIVERX,CSS SELECTORS,TOMCAT,,13
33054,JAVA,SELENIUM WEBDRIVERX,WEBDRIVERWAIT,TOMCAT,,13
33078,JAVA,SELENIUM WEBDRIVERX,DRAWABLES,JSR9,,13
33080,JAVA,SELENIUM WEBDRIVERX,APPLICATION DEVELOPMENT,JSR9,,13
32947,JAVA,SELENIUM WEBDRIVERX,CSS SELECTORS,LOG4J,,13
