,ProgrammingLanguage,Framework,Knowledge,Tool,Platform,jobCount
46229,JAVA,JUNIT,PERFORMANCE TESTING,GRADE,,13
46230,JAVA,JUNIT,BEHAVIOR DRIVEN TESTING,GRADE,,13
46216,JAVA,JUNIT,SETUP AND ACCESS THE SHERLOCK EXTENSION,GRADE,,13
46214,JAVA,JUNIT,DATA ANALYSIS,GRADE,,13
46198,JAVA,JUNIT,WEBDRIVERWAIT,ANDROID SUPPORT�V4,,13
46205,JAVA,JUNIT,ANDROID APP DEVELOPMENT,ANDROID SUPPORT�V4,,13
46199,JAVA,JUNIT,MOBILE APPLICATIONS,ANDROID SUPPORT�V4,,13
46200,JAVA,JUNIT,RIA,ANDROID SUPPORT�V4,,13
46201,JAVA,JUNIT,RICH INTERNET APPLICATION,ANDROID SUPPORT�V4,,13
46202,JAVA,JUNIT,ANDROID DEVELOPMENT,ANDROID SUPPORT�V4,,13
46203,JAVA,JUNIT,MOBILE DEVELOPMENT,ANDROID SUPPORT�V4,,13
46204,JAVA,JUNIT,API,ANDROID SUPPORT�V4,,13
46206,JAVA,JUNIT,SOFTWARE ARCHITECTURE,ANDROID SUPPORT�V4,,13
46213,JAVA,JUNIT,DATA PARALLEL,GRADE,,13
46207,JAVA,JUNIT,ANDROID PROGRAMMING,ANDROID SUPPORT�V4,,13
46208,JAVA,JUNIT,WEB APPLICATION DEVELOPMENT,ANDROID SUPPORT�V4,,13
46209,JAVA,JUNIT,WEB APPLICATION ARCHITECTURE,ANDROID SUPPORT�V4,,13
46210,JAVA,JUNIT,WEB APPLICATION,GRADE,,13
46211,JAVA,JUNIT,MAPREDUCE,GRADE,,13
46212,JAVA,JUNIT,BIG DATA,GRADE,,13
46305,JAVA,JUNIT,MOBILE APPLICATIONS,ECLIPSE ADT,,13
46307,JAVA,JUNIT,RICH INTERNET APPLICATION,ECLIPSE ADT,,13
46453,JAVA,JUNIT,MOBILE APPLICATION,GRADLE,,13
46416,JAVA,JUNIT,API,MEDIA PLAYER,,13
46400,JAVA,JUNIT,MOBILE APPLICATION,MEDIA PLAYER,,13
46401,JAVA,JUNIT,GRAPHICS EDITING,MEDIA PLAYER,,13
46402,JAVA,JUNIT,ASO,MEDIA PLAYER,,13
46403,JAVA,JUNIT,PARSE WEBSITE,MEDIA PLAYER,,13
46404,JAVA,JUNIT,CLOUD SERVER,MEDIA PLAYER,,13
46405,JAVA,JUNIT,TEST AUTOMATION,MEDIA PLAYER,,13
46406,JAVA,JUNIT,AJAX,MEDIA PLAYER,,13
46407,JAVA,JUNIT,XPATH,MEDIA PLAYER,,13
46408,JAVA,JUNIT,UNIT TEST,MEDIA PLAYER,,13
46409,JAVA,JUNIT,CSS SELECTORS,MEDIA PLAYER,,13
46410,JAVA,JUNIT,WEBDRIVERWAIT,MEDIA PLAYER,,13
46411,JAVA,JUNIT,MOBILE APPLICATIONS,MEDIA PLAYER,,13
46412,JAVA,JUNIT,RIA,MEDIA PLAYER,,13
46413,JAVA,JUNIT,RICH INTERNET APPLICATION,MEDIA PLAYER,,13
46414,JAVA,JUNIT,ANDROID DEVELOPMENT,MEDIA PLAYER,,13
46399,JAVA,JUNIT,ANDROID APP,MEDIA PLAYER,,13
46398,JAVA,JUNIT,ANDROID APPS,MEDIA PLAYER,,13
46397,JAVA,JUNIT,SOUND EDITING,MEDIA PLAYER,,13
46388,JAVA,JUNIT,PERFORMANCE TESTING,MEDIA PLAYER,,13
46382,JAVA,JUNIT,FILE CACHE,MEDIA PLAYER,,13
46383,JAVA,JUNIT,APPLICATION DEVELOPMENT,MEDIA PLAYER,,13
46384,JAVA,JUNIT,ANDROID LOLLIPOP APP DEVELOPMENT,MEDIA PLAYER,,13
46385,JAVA,JUNIT,GOOGLE MAPSAPI,MEDIA PLAYER,,13
46386,JAVA,JUNIT,CONTINUOUS INTEGRATION,MEDIA PLAYER,,13
46387,JAVA,JUNIT,WEB AUTOMATION,MEDIA PLAYER,,13
46389,JAVA,JUNIT,BEHAVIOR DRIVEN TESTING,MEDIA PLAYER,,13
46396,JAVA,JUNIT,MOBILE APPLICATIONS DEVELOPMENT,MEDIA PLAYER,,13
46390,JAVA,JUNIT,DATABASE TESTING,MEDIA PLAYER,,13
46391,JAVA,JUNIT,CROSS-BROWSER TESTING,MEDIA PLAYER,,13
46392,JAVA,JUNIT,WEB UI AUTOMATION,MEDIA PLAYER,,13
46393,JAVA,JUNIT,AUTOMATION FRAMEWORK DESIGN,MEDIA PLAYER,,13
46394,JAVA,JUNIT,WEB APPLICATIONS,MEDIA PLAYER,,13
46395,JAVA,JUNIT,REST SERVICES,MEDIA PLAYER,,13
46415,JAVA,JUNIT,MOBILE DEVELOPMENT,MEDIA PLAYER,,13
46417,JAVA,JUNIT,ANDROID APP DEVELOPMENT,MEDIA PLAYER,,13
46308,JAVA,JUNIT,ANDROID DEVELOPMENT,ECLIPSE ADT,,13
46418,JAVA,JUNIT,SOFTWARE ARCHITECTURE,MEDIA PLAYER,,13
46437,JAVA,JUNIT,ANDROID LOLLIPOP APP DEVELOPMENT,GRADLE,,13
46438,JAVA,JUNIT,GOOGLE MAPSAPI,GRADLE,,13
46439,JAVA,JUNIT,CONTINUOUS INTEGRATION,GRADLE,,13
46440,JAVA,JUNIT,WEB AUTOMATION,GRADLE,,13
46441,JAVA,JUNIT,PERFORMANCE TESTING,GRADLE,,13
46442,JAVA,JUNIT,BEHAVIOR DRIVEN TESTING,GRADLE,,13
46443,JAVA,JUNIT,DATABASE TESTING,GRADLE,,13
46444,JAVA,JUNIT,CROSS-BROWSER TESTING,GRADLE,,13
46445,JAVA,JUNIT,WEB UI AUTOMATION,GRADLE,,13
46446,JAVA,JUNIT,AUTOMATION FRAMEWORK DESIGN,GRADLE,,13
46447,JAVA,JUNIT,WEB APPLICATIONS,GRADLE,,13
46448,JAVA,JUNIT,REST SERVICES,GRADLE,,13
46449,JAVA,JUNIT,MOBILE APPLICATIONS DEVELOPMENT,GRADLE,,13
46450,JAVA,JUNIT,SOUND EDITING,GRADLE,,13
46451,JAVA,JUNIT,ANDROID APPS,GRADLE,,13
46436,JAVA,JUNIT,APPLICATION DEVELOPMENT,GRADLE,,13
46435,JAVA,JUNIT,FILE CACHE,GRADLE,,13
46434,JAVA,JUNIT,DRAWABLES,GRADLE,,13
46425,JAVA,JUNIT,DATA PARALLEL,GRADLE,,13
46419,JAVA,JUNIT,ANDROID PROGRAMMING,MEDIA PLAYER,,13
46420,JAVA,JUNIT,WEB APPLICATION DEVELOPMENT,MEDIA PLAYER,,13
46421,JAVA,JUNIT,WEB APPLICATION ARCHITECTURE,MEDIA PLAYER,,13
46422,JAVA,JUNIT,WEB APPLICATION,GRADLE,,13
46423,JAVA,JUNIT,MAPREDUCE,GRADLE,,13
46424,JAVA,JUNIT,BIG DATA,GRADLE,,13
46426,JAVA,JUNIT,DATA ANALYSIS,GRADLE,,13
46433,JAVA,JUNIT,MEMORY,GRADLE,,13
46427,JAVA,JUNIT,ANDROID APPLICATION,GRADLE,,13
46428,JAVA,JUNIT,SETUP AND ACCESS THE SHERLOCK EXTENSION,GRADLE,,13
46429,JAVA,JUNIT,ANDROID APIS,GRADLE,,13
46430,JAVA,JUNIT,ANDROID NATIVE APPLICATION,GRADLE,,13
46431,JAVA,JUNIT,CANVAS,GRADLE,,13
46432,JAVA,JUNIT,XML,GRADLE,,13
46381,JAVA,JUNIT,DRAWABLES,MEDIA PLAYER,,13
46380,JAVA,JUNIT,MEMORY,MEDIA PLAYER,,13
46379,JAVA,JUNIT,XML,MEDIA PLAYER,,13
46378,JAVA,JUNIT,CANVAS,MEDIA PLAYER,,13
46327,JAVA,JUNIT,MEMORY,SQLITE,,13
46328,JAVA,JUNIT,DRAWABLES,SQLITE,,13
46329,JAVA,JUNIT,FILE CACHE,SQLITE,,13
46330,JAVA,JUNIT,APPLICATION DEVELOPMENT,SQLITE,,13
46331,JAVA,JUNIT,ANDROID LOLLIPOP APP DEVELOPMENT,SQLITE,,13
46332,JAVA,JUNIT,GOOGLE MAPSAPI,SQLITE,,13
46333,JAVA,JUNIT,CONTINUOUS INTEGRATION,SQLITE,,13
46334,JAVA,JUNIT,WEB AUTOMATION,SQLITE,,13
46335,JAVA,JUNIT,PERFORMANCE TESTING,SQLITE,,13
46336,JAVA,JUNIT,BEHAVIOR DRIVEN TESTING,SQLITE,,13
46337,JAVA,JUNIT,DATABASE TESTING,SQLITE,,13
46338,JAVA,JUNIT,CROSS-BROWSER TESTING,SQLITE,,13
46339,JAVA,JUNIT,WEB UI AUTOMATION,SQLITE,,13
46340,JAVA,JUNIT,AUTOMATION FRAMEWORK DESIGN,SQLITE,,13
46341,JAVA,JUNIT,WEB APPLICATIONS,SQLITE,,13
46326,JAVA,JUNIT,XML,SQLITE,,13
46325,JAVA,JUNIT,CANVAS,SQLITE,,13
46324,JAVA,JUNIT,ANDROID NATIVE APPLICATION,SQLITE,,13
46315,JAVA,JUNIT,WEB APPLICATION ARCHITECTURE,ECLIPSE ADT,,13
46309,JAVA,JUNIT,MOBILE DEVELOPMENT,ECLIPSE ADT,,13
46310,JAVA,JUNIT,API,ECLIPSE ADT,,13
46311,JAVA,JUNIT,ANDROID APP DEVELOPMENT,ECLIPSE ADT,,13
46312,JAVA,JUNIT,SOFTWARE ARCHITECTURE,ECLIPSE ADT,,13
46313,JAVA,JUNIT,ANDROID PROGRAMMING,ECLIPSE ADT,,13
46314,JAVA,JUNIT,WEB APPLICATION DEVELOPMENT,ECLIPSE ADT,,13
46316,JAVA,JUNIT,WEB APPLICATION,SQLITE,,13
46323,JAVA,JUNIT,ANDROID APIS,SQLITE,,13
46317,JAVA,JUNIT,MAPREDUCE,SQLITE,,13
46318,JAVA,JUNIT,BIG DATA,SQLITE,,13
46319,JAVA,JUNIT,DATA PARALLEL,SQLITE,,13
46320,JAVA,JUNIT,DATA ANALYSIS,SQLITE,,13
46321,JAVA,JUNIT,ANDROID APPLICATION,SQLITE,,13
46322,JAVA,JUNIT,SETUP AND ACCESS THE SHERLOCK EXTENSION,SQLITE,,13
46342,JAVA,JUNIT,REST SERVICES,SQLITE,,13
46343,JAVA,JUNIT,MOBILE APPLICATIONS DEVELOPMENT,SQLITE,,13
46344,JAVA,JUNIT,SOUND EDITING,SQLITE,,13
46370,JAVA,JUNIT,MAPREDUCE,MEDIA PLAYER,,13
46364,JAVA,JUNIT,ANDROID APP DEVELOPMENT,SQLITE,,13
46365,JAVA,JUNIT,SOFTWARE ARCHITECTURE,SQLITE,,13
46366,JAVA,JUNIT,ANDROID PROGRAMMING,SQLITE,,13
46367,JAVA,JUNIT,WEB APPLICATION DEVELOPMENT,SQLITE,,13
46368,JAVA,JUNIT,WEB APPLICATION ARCHITECTURE,SQLITE,,13
46369,JAVA,JUNIT,WEB APPLICATION,MEDIA PLAYER,,13
46371,JAVA,JUNIT,BIG DATA,MEDIA PLAYER,,13
46362,JAVA,JUNIT,MOBILE DEVELOPMENT,SQLITE,,13
46372,JAVA,JUNIT,DATA PARALLEL,MEDIA PLAYER,,13
46373,JAVA,JUNIT,DATA ANALYSIS,MEDIA PLAYER,,13
46374,JAVA,JUNIT,ANDROID APPLICATION,MEDIA PLAYER,,13
46375,JAVA,JUNIT,SETUP AND ACCESS THE SHERLOCK EXTENSION,MEDIA PLAYER,,13
46376,JAVA,JUNIT,ANDROID APIS,MEDIA PLAYER,,13
46377,JAVA,JUNIT,ANDROID NATIVE APPLICATION,MEDIA PLAYER,,13
46363,JAVA,JUNIT,API,SQLITE,,13
46361,JAVA,JUNIT,ANDROID DEVELOPMENT,SQLITE,,13
46345,JAVA,JUNIT,ANDROID APPS,SQLITE,,13
46352,JAVA,JUNIT,TEST AUTOMATION,SQLITE,,13
46346,JAVA,JUNIT,ANDROID APP,SQLITE,,13
46347,JAVA,JUNIT,MOBILE APPLICATION,SQLITE,,13
46348,JAVA,JUNIT,GRAPHICS EDITING,SQLITE,,13
46349,JAVA,JUNIT,ASO,SQLITE,,13
46350,JAVA,JUNIT,PARSE WEBSITE,SQLITE,,13
46351,JAVA,JUNIT,CLOUD SERVER,SQLITE,,13
46353,JAVA,JUNIT,AJAX,SQLITE,,13
46360,JAVA,JUNIT,RICH INTERNET APPLICATION,SQLITE,,13
46354,JAVA,JUNIT,XPATH,SQLITE,,13
46355,JAVA,JUNIT,UNIT TEST,SQLITE,,13
46356,JAVA,JUNIT,CSS SELECTORS,SQLITE,,13
46357,JAVA,JUNIT,WEBDRIVERWAIT,SQLITE,,13
46358,JAVA,JUNIT,MOBILE APPLICATIONS,SQLITE,,13
46359,JAVA,JUNIT,RIA,SQLITE,,13
46161,JAVA,JUNIT,DATA ANALYSIS,ANDROID SUPPORT�V4,,13
46160,JAVA,JUNIT,DATA PARALLEL,ANDROID SUPPORT�V4,,13
46159,JAVA,JUNIT,BIG DATA,ANDROID SUPPORT�V4,,13
45976,JAVA,TESTNG,MOBILE APPLICATION,MAVEN,,13
45960,JAVA,TESTNG,ANDROID LOLLIPOP APP DEVELOPMENT,MAVEN,,13
45961,JAVA,TESTNG,GOOGLE MAPSAPI,MAVEN,,13
45962,JAVA,TESTNG,CONTINUOUS INTEGRATION,MAVEN,,13
45963,JAVA,TESTNG,WEB AUTOMATION,MAVEN,,13
45964,JAVA,TESTNG,PERFORMANCE TESTING,MAVEN,,13
45965,JAVA,TESTNG,BEHAVIOR DRIVEN TESTING,MAVEN,,13
45966,JAVA,TESTNG,DATABASE TESTING,MAVEN,,13
45967,JAVA,TESTNG,CROSS-BROWSER TESTING,MAVEN,,13
45968,JAVA,TESTNG,WEB UI AUTOMATION,MAVEN,,13
45969,JAVA,TESTNG,AUTOMATION FRAMEWORK DESIGN,MAVEN,,13
45970,JAVA,TESTNG,WEB APPLICATIONS,MAVEN,,13
45971,JAVA,TESTNG,REST SERVICES,MAVEN,,13
45972,JAVA,TESTNG,MOBILE APPLICATIONS DEVELOPMENT,MAVEN,,13
45973,JAVA,TESTNG,SOUND EDITING,MAVEN,,13
45974,JAVA,TESTNG,ANDROID APPS,MAVEN,,13
45959,JAVA,TESTNG,APPLICATION DEVELOPMENT,MAVEN,,13
45958,JAVA,TESTNG,FILE CACHE,MAVEN,,13
45957,JAVA,TESTNG,DRAWABLES,MAVEN,,13
45948,JAVA,TESTNG,DATA PARALLEL,MAVEN,,13
45942,JAVA,TESTNG,ANDROID PROGRAMMING,ANT,,13
45943,JAVA,TESTNG,WEB APPLICATION DEVELOPMENT,ANT,,13
45944,JAVA,TESTNG,WEB APPLICATION ARCHITECTURE,ANT,,13
45945,JAVA,TESTNG,WEB APPLICATION,MAVEN,,13
45946,JAVA,TESTNG,MAPREDUCE,MAVEN,,13
45947,JAVA,TESTNG,BIG DATA,MAVEN,,13
45949,JAVA,TESTNG,DATA ANALYSIS,MAVEN,,13
45956,JAVA,TESTNG,MEMORY,MAVEN,,13
45950,JAVA,TESTNG,ANDROID APPLICATION,MAVEN,,13
45951,JAVA,TESTNG,SETUP AND ACCESS THE SHERLOCK EXTENSION,MAVEN,,13
45952,JAVA,TESTNG,ANDROID APIS,MAVEN,,13
45953,JAVA,TESTNG,ANDROID NATIVE APPLICATION,MAVEN,,13
45954,JAVA,TESTNG,CANVAS,MAVEN,,13
45955,JAVA,TESTNG,XML,MAVEN,,13
45975,JAVA,TESTNG,ANDROID APP,MAVEN,,13
45977,JAVA,TESTNG,GRAPHICS EDITING,MAVEN,,13
46158,JAVA,JUNIT,MAPREDUCE,ANDROID SUPPORT�V4,,13
45978,JAVA,TESTNG,ASO,MAVEN,,13
45997,JAVA,TESTNG,WEB APPLICATION ARCHITECTURE,MAVEN,,13
45998,JAVA,TESTNG,WEB APPLICATION,ANDROID,,13
45999,JAVA,TESTNG,MAPREDUCE,ANDROID,,13
46000,JAVA,TESTNG,BIG DATA,ANDROID,,13
46001,JAVA,TESTNG,DATA PARALLEL,ANDROID,,13
46002,JAVA,TESTNG,DATA ANALYSIS,ANDROID,,13
46003,JAVA,TESTNG,ANDROID APPLICATION,ANDROID,,13
46004,JAVA,TESTNG,SETUP AND ACCESS THE SHERLOCK EXTENSION,ANDROID,,13
46005,JAVA,TESTNG,ANDROID APIS,ANDROID,,13
46006,JAVA,TESTNG,ANDROID NATIVE APPLICATION,ANDROID,,13
46007,JAVA,TESTNG,CANVAS,ANDROID,,13
46008,JAVA,TESTNG,XML,ANDROID,,13
46009,JAVA,TESTNG,MEMORY,ANDROID,,13
46010,JAVA,TESTNG,DRAWABLES,ANDROID,,13
46011,JAVA,TESTNG,FILE CACHE,ANDROID,,13
45996,JAVA,TESTNG,WEB APPLICATION DEVELOPMENT,MAVEN,,13
45995,JAVA,TESTNG,ANDROID PROGRAMMING,MAVEN,,13
45994,JAVA,TESTNG,SOFTWARE ARCHITECTURE,MAVEN,,13
45985,JAVA,TESTNG,CSS SELECTORS,MAVEN,,13
45979,JAVA,TESTNG,PARSE WEBSITE,MAVEN,,13
45980,JAVA,TESTNG,CLOUD SERVER,MAVEN,,13
45981,JAVA,TESTNG,TEST AUTOMATION,MAVEN,,13
45982,JAVA,TESTNG,AJAX,MAVEN,,13
45983,JAVA,TESTNG,XPATH,MAVEN,,13
45984,JAVA,TESTNG,UNIT TEST,MAVEN,,13
45986,JAVA,TESTNG,WEBDRIVERWAIT,MAVEN,,13
45993,JAVA,TESTNG,ANDROID APP DEVELOPMENT,MAVEN,,13
45987,JAVA,TESTNG,MOBILE APPLICATIONS,MAVEN,,13
45988,JAVA,TESTNG,RIA,MAVEN,,13
45989,JAVA,TESTNG,RICH INTERNET APPLICATION,MAVEN,,13
45990,JAVA,TESTNG,ANDROID DEVELOPMENT,MAVEN,,13
45991,JAVA,TESTNG,MOBILE DEVELOPMENT,MAVEN,,13
45992,JAVA,TESTNG,API,MAVEN,,13
45941,JAVA,TESTNG,SOFTWARE ARCHITECTURE,ANT,,13
45940,JAVA,TESTNG,ANDROID APP DEVELOPMENT,ANT,,13
45939,JAVA,TESTNG,API,ANT,,13
45938,JAVA,TESTNG,MOBILE DEVELOPMENT,ANT,,13
45887,JAVA,TESTNG,ANDROID APP DEVELOPMENT,ECLIPSE,,13
45888,JAVA,TESTNG,SOFTWARE ARCHITECTURE,ECLIPSE,,13
45889,JAVA,TESTNG,ANDROID PROGRAMMING,ECLIPSE,,13
45890,JAVA,TESTNG,WEB APPLICATION DEVELOPMENT,ECLIPSE,,13
45891,JAVA,TESTNG,WEB APPLICATION ARCHITECTURE,ECLIPSE,,13
45892,JAVA,TESTNG,WEB APPLICATION,ANT,,13
45893,JAVA,TESTNG,MAPREDUCE,ANT,,13
45894,JAVA,TESTNG,BIG DATA,ANT,,13
45895,JAVA,TESTNG,DATA PARALLEL,ANT,,13
45896,JAVA,TESTNG,DATA ANALYSIS,ANT,,13
45897,JAVA,TESTNG,ANDROID APPLICATION,ANT,,13
45898,JAVA,TESTNG,SETUP AND ACCESS THE SHERLOCK EXTENSION,ANT,,13
45899,JAVA,TESTNG,ANDROID APIS,ANT,,13
45900,JAVA,TESTNG,ANDROID NATIVE APPLICATION,ANT,,13
45901,JAVA,TESTNG,CANVAS,ANT,,13
45886,JAVA,TESTNG,API,ECLIPSE,,13
45885,JAVA,TESTNG,MOBILE DEVELOPMENT,ECLIPSE,,13
45884,JAVA,TESTNG,ANDROID DEVELOPMENT,ECLIPSE,,13
45875,JAVA,TESTNG,TEST AUTOMATION,ECLIPSE,,13
45869,JAVA,TESTNG,ANDROID APP,ECLIPSE,,13
45870,JAVA,TESTNG,MOBILE APPLICATION,ECLIPSE,,13
45871,JAVA,TESTNG,GRAPHICS EDITING,ECLIPSE,,13
45872,JAVA,TESTNG,ASO,ECLIPSE,,13
45873,JAVA,TESTNG,PARSE WEBSITE,ECLIPSE,,13
45874,JAVA,TESTNG,CLOUD SERVER,ECLIPSE,,13
45876,JAVA,TESTNG,AJAX,ECLIPSE,,13
45883,JAVA,TESTNG,RICH INTERNET APPLICATION,ECLIPSE,,13
45877,JAVA,TESTNG,XPATH,ECLIPSE,,13
45878,JAVA,TESTNG,UNIT TEST,ECLIPSE,,13
45879,JAVA,TESTNG,CSS SELECTORS,ECLIPSE,,13
45880,JAVA,TESTNG,WEBDRIVERWAIT,ECLIPSE,,13
45881,JAVA,TESTNG,MOBILE APPLICATIONS,ECLIPSE,,13
45882,JAVA,TESTNG,RIA,ECLIPSE,,13
45902,JAVA,TESTNG,XML,ANT,,13
45903,JAVA,TESTNG,MEMORY,ANT,,13
45904,JAVA,TESTNG,DRAWABLES,ANT,,13
45930,JAVA,TESTNG,XPATH,ANT,,13
45924,JAVA,TESTNG,GRAPHICS EDITING,ANT,,13
45925,JAVA,TESTNG,ASO,ANT,,13
45926,JAVA,TESTNG,PARSE WEBSITE,ANT,,13
45927,JAVA,TESTNG,CLOUD SERVER,ANT,,13
45928,JAVA,TESTNG,TEST AUTOMATION,ANT,,13
45929,JAVA,TESTNG,AJAX,ANT,,13
45931,JAVA,TESTNG,UNIT TEST,ANT,,13
45922,JAVA,TESTNG,ANDROID APP,ANT,,13
45932,JAVA,TESTNG,CSS SELECTORS,ANT,,13
45933,JAVA,TESTNG,WEBDRIVERWAIT,ANT,,13
45934,JAVA,TESTNG,MOBILE APPLICATIONS,ANT,,13
45935,JAVA,TESTNG,RIA,ANT,,13
45936,JAVA,TESTNG,RICH INTERNET APPLICATION,ANT,,13
45937,JAVA,TESTNG,ANDROID DEVELOPMENT,ANT,,13
45923,JAVA,TESTNG,MOBILE APPLICATION,ANT,,13
45921,JAVA,TESTNG,ANDROID APPS,ANT,,13
45905,JAVA,TESTNG,FILE CACHE,ANT,,13
45912,JAVA,TESTNG,BEHAVIOR DRIVEN TESTING,ANT,,13
45906,JAVA,TESTNG,APPLICATION DEVELOPMENT,ANT,,13
45907,JAVA,TESTNG,ANDROID LOLLIPOP APP DEVELOPMENT,ANT,,13
45908,JAVA,TESTNG,GOOGLE MAPSAPI,ANT,,13
45909,JAVA,TESTNG,CONTINUOUS INTEGRATION,ANT,,13
45910,JAVA,TESTNG,WEB AUTOMATION,ANT,,13
45911,JAVA,TESTNG,PERFORMANCE TESTING,ANT,,13
45913,JAVA,TESTNG,DATABASE TESTING,ANT,,13
45920,JAVA,TESTNG,SOUND EDITING,ANT,,13
45914,JAVA,TESTNG,CROSS-BROWSER TESTING,ANT,,13
45915,JAVA,TESTNG,WEB UI AUTOMATION,ANT,,13
45916,JAVA,TESTNG,AUTOMATION FRAMEWORK DESIGN,ANT,,13
45917,JAVA,TESTNG,WEB APPLICATIONS,ANT,,13
45918,JAVA,TESTNG,REST SERVICES,ANT,,13
45919,JAVA,TESTNG,MOBILE APPLICATIONS DEVELOPMENT,ANT,,13
46012,JAVA,TESTNG,APPLICATION DEVELOPMENT,ANDROID,,13
46013,JAVA,TESTNG,ANDROID LOLLIPOP APP DEVELOPMENT,ANDROID,,13
46014,JAVA,TESTNG,GOOGLE MAPSAPI,ANDROID,,13
46087,JAVA,TESTNG,TEST AUTOMATION,MATERIAL DESIGN,,13
46107,JAVA,JUNIT,DATA PARALLEL,ANDROID STUDIO,,13
46108,JAVA,JUNIT,DATA ANALYSIS,ANDROID STUDIO,,13
46109,JAVA,JUNIT,ANDROID APPLICATION,ANDROID STUDIO,,13
46110,JAVA,JUNIT,SETUP AND ACCESS THE SHERLOCK EXTENSION,ANDROID STUDIO,,13
46111,JAVA,JUNIT,ANDROID APIS,ANDROID STUDIO,,13
46112,JAVA,JUNIT,ANDROID NATIVE APPLICATION,ANDROID STUDIO,,13
46113,JAVA,JUNIT,CANVAS,ANDROID STUDIO,,13
46114,JAVA,JUNIT,XML,ANDROID STUDIO,,13
46115,JAVA,JUNIT,MEMORY,ANDROID STUDIO,,13
46116,JAVA,JUNIT,DRAWABLES,ANDROID STUDIO,,13
46117,JAVA,JUNIT,FILE CACHE,ANDROID STUDIO,,13
46118,JAVA,JUNIT,APPLICATION DEVELOPMENT,ANDROID STUDIO,,13
46119,JAVA,JUNIT,ANDROID LOLLIPOP APP DEVELOPMENT,ANDROID STUDIO,,13
46120,JAVA,JUNIT,GOOGLE MAPSAPI,ANDROID STUDIO,,13
46121,JAVA,JUNIT,CONTINUOUS INTEGRATION,ANDROID STUDIO,,13
46106,JAVA,JUNIT,BIG DATA,ANDROID STUDIO,,13
46105,JAVA,JUNIT,MAPREDUCE,ANDROID STUDIO,,13
46104,JAVA,JUNIT,WEB APPLICATION,ANDROID STUDIO,,13
46095,JAVA,TESTNG,RICH INTERNET APPLICATION,MATERIAL DESIGN,,13
46089,JAVA,TESTNG,XPATH,MATERIAL DESIGN,,13
46090,JAVA,TESTNG,UNIT TEST,MATERIAL DESIGN,,13
46091,JAVA,TESTNG,CSS SELECTORS,MATERIAL DESIGN,,13
46092,JAVA,TESTNG,WEBDRIVERWAIT,MATERIAL DESIGN,,13
46093,JAVA,TESTNG,MOBILE APPLICATIONS,MATERIAL DESIGN,,13
46094,JAVA,TESTNG,RIA,MATERIAL DESIGN,,13
46096,JAVA,TESTNG,ANDROID DEVELOPMENT,MATERIAL DESIGN,,13
46103,JAVA,TESTNG,WEB APPLICATION ARCHITECTURE,MATERIAL DESIGN,,13
46097,JAVA,TESTNG,MOBILE DEVELOPMENT,MATERIAL DESIGN,,13
46098,JAVA,TESTNG,API,MATERIAL DESIGN,,13
46099,JAVA,TESTNG,ANDROID APP DEVELOPMENT,MATERIAL DESIGN,,13
46100,JAVA,TESTNG,SOFTWARE ARCHITECTURE,MATERIAL DESIGN,,13
46101,JAVA,TESTNG,ANDROID PROGRAMMING,MATERIAL DESIGN,,13
46102,JAVA,TESTNG,WEB APPLICATION DEVELOPMENT,MATERIAL DESIGN,,13
46122,JAVA,JUNIT,WEB AUTOMATION,ANDROID STUDIO,,13
46123,JAVA,JUNIT,PERFORMANCE TESTING,ANDROID STUDIO,,13
46124,JAVA,JUNIT,BEHAVIOR DRIVEN TESTING,ANDROID STUDIO,,13
46150,JAVA,JUNIT,MOBILE DEVELOPMENT,ANDROID STUDIO,,13
46144,JAVA,JUNIT,CSS SELECTORS,ANDROID STUDIO,,13
46145,JAVA,JUNIT,WEBDRIVERWAIT,ANDROID STUDIO,,13
46146,JAVA,JUNIT,MOBILE APPLICATIONS,ANDROID STUDIO,,13
46147,JAVA,JUNIT,RIA,ANDROID STUDIO,,13
46148,JAVA,JUNIT,RICH INTERNET APPLICATION,ANDROID STUDIO,,13
46149,JAVA,JUNIT,ANDROID DEVELOPMENT,ANDROID STUDIO,,13
46151,JAVA,JUNIT,API,ANDROID STUDIO,,13
46142,JAVA,JUNIT,XPATH,ANDROID STUDIO,,13
46152,JAVA,JUNIT,ANDROID APP DEVELOPMENT,ANDROID STUDIO,,13
46153,JAVA,JUNIT,SOFTWARE ARCHITECTURE,ANDROID STUDIO,,13
46154,JAVA,JUNIT,ANDROID PROGRAMMING,ANDROID STUDIO,,13
46155,JAVA,JUNIT,WEB APPLICATION DEVELOPMENT,ANDROID STUDIO,,13
46156,JAVA,JUNIT,WEB APPLICATION ARCHITECTURE,ANDROID STUDIO,,13
46157,JAVA,JUNIT,WEB APPLICATION,ANDROID SUPPORT�V4,,13
46143,JAVA,JUNIT,UNIT TEST,ANDROID STUDIO,,13
46141,JAVA,JUNIT,AJAX,ANDROID STUDIO,,13
46125,JAVA,JUNIT,DATABASE TESTING,ANDROID STUDIO,,13
46132,JAVA,JUNIT,SOUND EDITING,ANDROID STUDIO,,13
46126,JAVA,JUNIT,CROSS-BROWSER TESTING,ANDROID STUDIO,,13
46127,JAVA,JUNIT,WEB UI AUTOMATION,ANDROID STUDIO,,13
46128,JAVA,JUNIT,AUTOMATION FRAMEWORK DESIGN,ANDROID STUDIO,,13
